Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Min Temp,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2016-03-19 08:15:19,Berkeley Cycling,34.72,"1,601",02:50:31,144,174,12.2,34.8,"3,573","3,593",0.0,44.6,0.0,00:00:00,00:00:00,154,"1,106"
Cycling,2016-03-15 11:07:35,Berkeley Cycling,26.57,"1,444",02:03:47,156,183,12.9,33.5,"2,546","2,507",0.0,44.6,0.0,00:00:00,00:00:00,79,"1,035"
Cycling,2016-03-02 11:04:30,Berkeley Cycling,26.53,"1,480",02:08:08,155,182,12.4,33.2,"2,621","2,605",0.0,51.8,0.0,00:00:00,00:00:00,183,"1,111"
Cycling,2016-02-28 06:32:52,Sausalito Cycling,31.46,"1,567",02:59:39,140,167,10.5,31.2,"3,012","3,048",0.0,39.2,0.0,00:00:00,00:00:00,13,"1,995"
Cycling,2016-02-26 14:16:46,Berkeley Cycling,26.80,"1,324",02:14:10,146,176,12.0,32.6,"2,638","2,644",0.0,48.2,0.0,00:00:00,00:00:00,186,"1,129"
Cycling,2016-02-21 09:14:03,Berkeley Cycling,44.24,"1,896",03:33:50,145,181,12.4,31.7,"3,281","3,274",0.0,42.8,0.0,00:00:00,00:00:00,82,"1,093"
Cycling,2016-02-15 09:22:19,Berkeley Cycling,20.71,"1,076",01:50:21,146,185,11.3,29.5,"2,195","2,175",0.0,57.2,0.0,00:00:00,00:00:00,238,"1,035"
Cycling,2016-02-14 10:24:06,Berkeley Cycling,30.49,"1,525",02:26:21,150,184,12.5,32.4,"2,684","2,612",0.0,51.8,0.0,00:00:00,00:00:00,180,"1,132"
Cycling,2016-02-09 11:02:10,Berkeley Cycling,14.67,568,01:09:21,130,161,12.7,25.1,361,581,0.0,59.0,0.0,00:00:00,00:00:00,16,338
Cycling,2016-02-06 08:40:03,Berkeley Cycling,34.83,"1,755",02:58:33,147,180,11.7,34.3,"3,589","3,576",0.0,44.6,0.0,00:00:00,00:00:00,137,"1,105"
Cycling,2016-02-04 11:24:16,Berkeley Cycling,25.21,"1,438",02:02:50,157,185,12.3,35.2,"2,520","2,470",0.0,44.6,0.0,00:00:00,00:00:00,219,"1,198"
Cycling,2016-01-31 11:35:11,Berkeley Cycling,27.36,"1,410",02:20:05,147,180,11.7,32.0,"2,490","2,428",0.0,41.0,0.0,00:00:00,00:00:00,199,"1,115"
Cycling,2015-12-20 14:06:25,Chicago Cycling,28.56,"1,185",01:52:45,144,160,15.2,25.0,"1,109","1,089",0.0,42.8,0.0,00:00:00,00:00:00,583,637
Cycling,2015-12-15 10:15:49,Chicago Cycling,20.74,958,01:24:30,149,168,14.7,23.0,236,207,0.0,33.8,0.0,00:00:00,00:00:00,602,655
Cycling,2015-12-12 07:38:11,Chicago Cycling,48.62,"1,711",03:14:52,143,181,15.0,29.6,692,745,0.0,37.4,0.0,00:00:00,00:00:00,554,686
Cycling,2015-12-10 11:15:53,Chicago Cycling,26.44,"1,261",01:47:34,155,176,14.8,24.4,"1,220","1,194",0.0,51.8,0.0,00:00:00,00:00:00,582,652
Cycling,2015-12-05 07:46:50,Chicago Cycling,48.70,"2,252",03:12:51,156,186,15.2,29.7,886,843,0.0,26.6,0.0,00:00:00,00:00:00,608,743
Cycling,2015-11-16 11:05:35,Chicago Cycling,26.58,"1,305",01:48:01,157,178,14.8,28.0,512,472,0.0,48.2,0.0,00:00:00,00:00:00,599,661
Cycling,2015-11-07 07:40:30,Chicago Cycling,48.65,"1,898",03:11:23,146,186,15.3,31.4,981,997,0.0,37.4,0.0,00:00:00,00:00:00,591,717
Cycling,2015-11-05 10:41:00,Chicago Cycling,24.00,"1,108",01:34:22,152,170,15.3,22.3,751,699,0.0,62.6,0.0,00:00:00,00:00:00,597,673
Cycling,2015-11-03 11:11:36,Chicago Cycling,36.86,"1,595",02:27:34,151,181,15.0,26.0,679,633,0.0,55.4,0.0,00:00:00,00:00:00,593,665
Cycling,2015-11-01 13:15:40,Chicago Cycling,37.72,"1,321",02:21:28,143,177,16.0,24.9,774,778,0.0,57.2,0.0,00:00:00,00:00:00,588,623
Cycling,2015-10-27 10:02:20,Chicago Cycling,22.28,"1,025",01:27:18,153,173,15.3,26.8,495,456,0.0,48.2,0.0,00:00:00,00:00:00,598,658
Cycling,2015-10-24 07:37:55,Chicago Cycling,43.19,"1,789",02:48:22,148,184,15.4,31.0,584,387,0.0,55.4,0.0,00:00:00,00:00:00,588,902
Cycling,2015-10-22 12:24:38,Chicago Cycling,26.20,"1,167",01:37:20,155,171,16.2,24.1,400,390,0.0,51.8,0.0,00:00:00,00:00:00,594,636
Cycling,2015-10-20 11:26:34,Chicago Cycling,26.21,"1,286",01:39:41,160,176,15.8,22.3,528,509,0.0,59.0,0.0,00:00:00,00:00:00,591,640
Cycling,2015-10-17 07:44:20,Chicago Cycling,49.09,"2,066",03:37:29,146,183,13.5,28.5,761,804,0.0,32.0,0.0,00:00:00,00:00:00,558,677
Cycling,2015-10-15 11:04:34,Chicago Cycling,26.25,"1,248",01:40:20,159,183,15.7,23.3,518,492,0.0,53.6,0.0,00:00:00,00:00:00,600,650
Cycling,2015-10-11 11:48:03,Chicago Cycling,28.69,"1,328",02:02:24,148,177,14.1,21.8,679,610,0.0,64.4,0.0,00:00:00,00:00:00,605,727
Cycling,2015-09-27 07:13:11,Three Oaks Cycling,99.84,"4,063",05:45:47,155,182,17.3,34.8,"4,275","4,213",0.0,60.8,0.0,00:00:00,00:00:00,448,875
Cycling,2015-09-24 10:20:32,Chicago Cycling,32.92,"1,544",02:06:59,155,178,15.6,21.7,472,466,0.0,62.6,0.0,00:00:00,00:00:00,591,629
Cycling,2015-09-21 10:58:36,Chicago Cycling,26.44,"1,180",01:42:00,149,168,15.6,24.5,404,387,0.0,60.8,0.0,00:00:00,00:00:00,299,350
Cycling,2015-09-19 09:41:53,Chicago Cycling,42.10,"1,687",02:47:44,145,176,15.1,27.9,899,955,0.0,55.4,0.0,00:00:00,00:00:00,556,658
Cycling,2015-09-13 06:46:43,Chicago Cycling,45.10,"1,953",02:49:42,146,187,15.9,30.0,866,846,0.0,46.4,0.0,00:00:00,00:00:00,407,621
Cycling,2015-09-10 11:08:45,Chicago Cycling,26.60,"1,172",01:40:07,150,174,15.9,22.6,354,348,0.0,66.2,0.0,00:00:00,00:00:00,593,642
Cycling,2015-09-07 12:48:05,Chicago Cycling,37.78,"1,495",02:32:25,144,176,14.9,24.8,591,551,0.0,71.6,0.0,00:00:00,00:00:00,587,648
Cycling,2015-09-05 06:41:10,Chicago Cycling,49.40,"2,045",03:06:50,147,192,15.9,29.1,679,719,0.0,64.4,0.0,00:00:00,00:00:00,507,630
Cycling,2015-08-26 11:21:18,Chicago Cycling,26.38,"1,158",01:43:45,148,177,15.3,23.8,410,404,0.0,57.2,0.0,00:00:00,00:00:00,577,615
Cycling,2015-08-22 06:44:11,Chicago Cycling,49.27,"2,210",03:10:11,151,186,15.5,29.0,896,902,0.0,59.0,0.0,00:00:00,00:00:00,627,740
Cycling,2015-08-20 11:02:15,Chicago Cycling,26.29,"1,176",01:46:58,145,174,14.7,26.9,801,823,0.0,60.8,0.0,00:00:00,00:00:00,552,601
Cycling,2015-08-15 06:41:20,Chicago Cycling,48.74,"1,974",03:24:04,146,184,14.3,30.2,906,906,0.0,64.4,0.0,00:00:00,00:00:00,597,725
Cycling,2015-08-13 10:41:45,Chicago Cycling,28.59,"1,355",02:02:46,147,166,14.0,23.7,636,610,0.0,80.6,0.0,00:00:00,00:00:00,616,665
Cycling,2015-08-11 11:08:42,Chicago Cycling,26.27,"1,257",01:54:01,149,176,13.8,25.2,456,459,0.0,71.6,0.0,00:00:00,00:00:00,545,584
Cycling,2015-08-06 11:37:48,Chicago Cycling,26.09,"1,147",01:47:04,144,167,14.6,22.8,433,440,0.0,68.0,0.0,00:00:00,00:00:00,484,524
Cycling,2015-08-04 11:54:03,Chicago Cycling,27.11,"1,121",01:53:26,141,162,14.3,23.5,499,495,0.0,73.4,0.0,00:00:00,00:00:00,688,726
Cycling,2015-08-01 07:24:09,Chicago Cycling,41.92,"1,896",02:56:41,145,188,14.2,29.4,817,810,0.0,64.4,0.0,00:00:00,00:00:00,648,755
Cycling,2015-07-30 10:26:37,Chicago Cycling,22.33,959,01:34:10,140,159,14.2,26.0,367,374,0.0,75.2,0.0,00:00:00,00:00:00,612,652
Cycling,2015-07-28 11:20:11,Chicago Cycling,28.88,"1,268",02:02:33,145,182,14.1,27.6,479,463,0.0,73.4,0.0,00:00:00,00:00:00,579,654
Cycling,2015-07-25 06:47:45,Chicago Cycling,57.06,"2,161",03:59:00,141,182,14.3,31.2,"1,027","1,030",0.0,69.8,0.0,00:00:00,00:00:00,608,750
Cycling,2015-07-23 11:12:45,Chicago Cycling,26.56,"1,226",01:50:09,149,185,14.5,26.7,413,417,0.0,73.4,0.0,00:00:00,00:00:00,568,604
Cycling,2015-07-21 11:14:06,Chicago Cycling,21.74,929,01:34:04,140,177,13.9,27.0,308,299,0.0,68.0,0.0,00:00:00,00:00:00,536,581
Cycling,2015-07-18 06:43:38,Chicago Cycling,49.04,"2,140",03:43:21,143,189,13.2,28.3,876,912,0.0,69.8,0.0,00:00:00,00:00:00,564,694
Cycling,2015-07-14 11:03:18,Chicago Cycling,28.50,"1,326",01:51:51,151,182,15.3,26.5,509,535,0.0,66.2,0.0,00:00:00,00:00:00,636,702
Cycling,2015-07-11 06:41:08,Chicago Cycling,49.64,"2,150",03:29:22,145,189,14.2,29.5,764,768,0.0,62.6,0.0,00:00:00,00:00:00,581,707
Cycling,2015-07-09 11:30:16,Chicago Cycling,22.59,"1,060",01:30:08,149,180,15.0,27.4,358,377,0.0,60.8,0.0,00:00:00,00:00:00,588,639
Cycling,2015-07-06 11:45:53,Chicago Cycling,26.31,"1,407",02:01:41,151,177,13.0,25.2,679,630,0.0,71.6,0.0,00:00:00,00:00:00,560,627
Cycling,2015-07-02 12:10:21,Evanston Cycling,40.24,"1,621",02:27:27,149,180,16.4,26.3,"1,030","1,017",0.0,57.2,0.0,00:00:00,00:00:00,569,694
Cycling,2015-06-27 06:40:38,Chicago Cycling,46.84,"1,998",03:17:23,145,182,14.2,29.5,876,902,0.0,53.6,0.0,00:00:00,00:00:00,572,688
Cycling,2015-06-20 06:47:49,Chicago Cycling,49.40,"2,028",03:43:42,142,183,13.2,28.8,696,725,0.0,53.6,0.0,00:00:00,00:00:00,598,714
Cycling,2015-06-13 06:42:14,Chicago Cycling,49.21,"2,011",03:29:52,139,186,14.1,28.7,758,764,0.0,51.8,0.0,00:00:00,00:00:00,507,607
Cycling,2015-06-07 09:08:46,Union Cycling,40.82,"1,588",02:44:45,141,170,14.9,31.2,"1,004","1,001",0.0,59.0,0.0,00:00:00,00:00:00,798,"1,063"
Cycling,2015-06-06 06:46:08,Chicago Cycling,48.27,"2,019",03:27:19,144,181,14.0,30.6,997,"1,001",0.0,46.4,0.0,00:00:00,00:00:00,564,672
Cycling,2015-06-04 11:35:46,Chicago Cycling,27.42,"1,345",02:09:08,144,176,12.7,24.3,509,479,0.0,66.2,0.0,00:00:00,00:00:00,648,703
Cycling,2015-06-02 12:24:03,Chicago Cycling,27.28,"1,186",01:58:50,143,172,13.8,22.6,456,423,0.0,53.6,0.0,00:00:00,00:00:00,619,690
Cycling,2015-05-31 16:00:45,Evanston Cycling,36.28,"1,407",02:15:25,144,168,16.1,27.2,"1,027","1,043",0.0,41.0,0.0,00:00:00,00:00:00,302,465
Cycling,2015-05-28 12:15:32,Chicago Cycling,26.37,"1,366",02:11:24,149,183,12.0,29.8,420,364,0.0,64.4,0.0,00:00:00,00:00:00,293,371
Cycling,2015-05-23 06:43:43,Chicago Cycling,49.13,"2,990",03:45:16,--,--,13.1,28.8,761,755,0.0,53.6,0.0,00:00:00,00:00:00,559,675
